eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
79.89,-2.46,82.93,-1.91,1012,0.0001774261,0.0,2.7078693,-0.00057034777,0.31091195,0.0023046135902404785,1,256,16.180723389996274,16384
77.01,-2.19,81.5,-2.03,1510,0.0010865706,0.0011393229,2.7054613,-0.0016734429,0.14666206,0.03812301158905029,2,512,27.031384550995426,32768
78.21,-1.82,87.69,-2.06,1471,0.005700883,0.028645834,2.6829922,-0.0033952557,0.1371696,0.13580799102783203,3,768,38.169077228994865,49152
78.13,-2.72,78.76,-2.39,1497,0.003110351,0.023010254,2.6632953,-0.0027700851,0.1461953,0.2295437455177307,4,1024,49.11213716999919,65536
71.23,-1.41,79.78,-2.06,1479,0.0033937031,0.020935059,2.634806,-0.0023455105,0.09906083,0.42392945289611816,5,1280,60.18308992099628,81920
73.13,-1.58,79.99,-1.48,1484,0.0026023323,0.014322917,2.6411855,-0.003081565,0.10215178,0.4861626625061035,6,1536,71.2198892009983,98304
71.8,-1.27,79.47,-2.0,1466,0.0040529254,0.029927572,2.6294618,-0.003212175,0.0948793,0.5673786401748657,7,1792,82.38971008199587,114688
75.08,-1.21,77.53,-1.72,1461,0.0042909784,0.041178387,2.636648,-0.0070483014,0.079786174,0.6498744189739227,8,2048,93.60445386199717,131072
76.6,-1.05,76.38,-1.64,1449,0.0039719883,0.03096517,2.6165373,-0.0068876245,0.07913286,0.732043445110321,9,2304,104.90773954799806,147456
70.87,-0.46,79.27,-1.19,1451,0.0038898317,0.041137695,2.6008298,-0.006926523,0.055860426,0.7569416761398315,10,2560,116.19467460500164,163840
75.85,-0.67,80.2,-2.1,1445,0.004273495,0.03898112,2.5896463,-0.007320832,0.05707478,0.7913946658372879,11,2816,127.53210719899653,180224
73.5,0.15,79.48,-1.56,1436,0.0037590137,0.034810383,2.5965064,-0.0071773343,0.05411263,0.8097188770771027,12,3072,138.93546105399582,196608
74.35,-0.38,79.46,-0.93,1426,0.0059674047,0.06941732,2.5714762,-0.0089578815,0.054027125,0.8375272452831268,13,3328,150.42395793800097,212992
73.9,-0.21,84.64,-1.07,1409,0.0064452477,0.07267252,2.5752633,-0.0092511,0.053718258,0.8148390650749207,14,3584,162.04930617699574,229376
77.3,-0.09,85.5,-0.82,1405,0.0068018255,0.087381996,2.558898,-0.010461022,0.055741277,0.820807933807373,15,3840,173.7033912459956,245760
79.65,-0.11,80.48,-0.66,1407,0.0072783907,0.090677895,2.5797374,-0.008530201,0.055980276,0.8316861242055893,16,4096,185.34588272999827,262144
79.27,0.06,87.98,-0.56,1420,0.0049037887,0.0505778,2.5690207,-0.010161598,0.05355045,0.827110543847084,17,4352,196.88055695799994,278528
76.89,-0.06,85.07,-0.35,1432,0.006691214,0.08162435,2.5451322,-0.011704179,0.0556151,0.8169766515493393,18,4608,208.3173807409985,294912
74.74,0.94,89.27,-0.5,1422,0.0070107332,0.09240723,2.5421422,-0.012669277,0.04028183,0.8013162165880203,19,4864,219.8385120899984,311296
73.84,0.22,82.81,-0.61,1423,0.0077935588,0.09938558,2.5111556,-0.013265542,0.07125514,0.7593717128038406,20,5120,231.3470282479975,327680
76.34,0.4,83.13,-0.1,1425,0.007954009,0.09977213,2.5201023,-0.0127784,0.06384136,0.8175941705703735,21,5376,242.84307079499558,344064
84.54,0.61,80.11,-0.37,1422,0.007407446,0.09275309,2.5262485,-0.012866404,0.056795344,0.8103700578212738,22,5632,254.35857420400134,360448
85.81,0.46,83.54,-0.95,1422,0.010020441,0.12750244,2.515549,-0.013758161,0.056207836,0.8221920877695084,23,5888,265.87559643499844,376832
80.46,0.87,90.8,-0.63,1414,0.010469742,0.1414388,2.4933755,-0.013212758,0.048800673,0.822238951921463,24,6144,277.4610951459981,393216
84.76,1.34,89.61,-0.13,1410,0.010906376,0.14737956,2.469951,-0.011322892,0.052387577,0.7343228757381439,25,6400,289.07558514199627,409600
78.31,1.09,87.8,-0.56,1413,0.0105832005,0.13816325,2.4926255,-0.015964188,0.0416991,0.817319467663765,26,6656,300.6643577379946,425984
79.02,0.94,86.05,-0.58,1409,0.010885098,0.14090984,2.465668,-0.01470653,0.04694039,0.7953688949346542,27,6912,312.2848505110014,442368
79.31,1.63,82.95,-0.28,1415,0.010206263,0.13142903,2.450084,-0.014986278,0.04427731,0.7935153543949127,28,7168,323.85921864600095,458752
86.07,1.46,87.89,-0.49,1425,0.01143269,0.1476237,2.4597628,-0.016067753,0.037641298,0.8564670979976654,29,7424,335.3510437619989,475136
82.32,1.28,86.74,0.07,1415,0.009946255,0.1295573,2.4644878,-0.014393464,0.062070113,0.758520632982254,30,7680,346.92623893299606,491520
84.71,1.37,88.57,0.15,1421,0.009675018,0.12186686,2.4537141,-0.0121662505,0.05322056,0.8245558887720108,31,7936,358.450434018996,507904
90.8,1.83,89.59,0.22,1431,0.009592067,0.12072754,2.4530065,-0.014937571,0.049932685,0.8001711666584015,32,8192,369.8949057439968,524288
88.09,1.94,91.16,0.43,1426,0.010465156,0.13450114,2.405076,-0.0151654845,0.04146326,0.8521437346935272,33,8448,381.3836509649991,540672
93.82,1.85,88.29,-0.26,1423,0.013102586,0.16060384,2.437127,-0.01478963,0.04242311,0.8538792729377747,34,8704,392.8917980339975,557056
89.02,1.68,83.21,0.5,1403,0.014794562,0.18428548,2.414419,-0.014630628,0.05111253,0.850641742348671,35,8960,404.56398925199755,573440
87.47,1.42,86.9,0.36,1405,0.011897091,0.15594482,2.421624,-0.016918184,0.04989324,0.8339441269636154,36,9216,416.2233963559993,589824
102.61,1.82,98.29,-0.04,1413,0.010959752,0.14418538,2.394721,-0.016118698,0.05827507,0.8260007202625275,37,9472,427.817170864997,606208
95.0,2.31,103.39,0.09,1412,0.010937673,0.14434814,2.4066288,-0.01629367,0.05552919,0.8371424823999405,38,9728,439.4208077279982,622592
98.76,2.32,96.0,0.47,1421,0.011982576,0.15708415,2.4015267,-0.015063539,0.07816369,0.7172828614711761,39,9984,450.95117016799486,638976
99.93,1.86,95.62,0.62,1434,0.011865704,0.14878337,2.3980181,-0.018678367,0.056543395,0.8106297254562378,40,10240,462.37234490199626,655360
95.89,2.39,89.74,0.43,1432,0.0115973735,0.15386963,2.3784862,-0.018288234,0.04624254,0.8646185994148254,41,10496,473.80722091200005,671744
95.3,2.51,98.59,0.98,1430,0.012683303,0.16282146,2.3879836,-0.015412734,0.043788318,0.8563026487827301,42,10752,485.26226294499793,688128
99.74,2.55,88.34,0.4,1429,0.009279546,0.12084961,2.3671288,-0.013772438,0.042836353,0.8831812217831612,43,11008,496.7222393409975,704512
101.11,2.64,92.13,0.86,1430,0.012229398,0.15270996,2.3436797,-0.015429803,0.07176275,0.8485652208328247,44,11264,508.1747889179969,720896
111.45,2.72,106.77,0.51,1415,0.013369914,0.16994222,2.334906,-0.017935967,0.05101471,0.8510848581790924,45,11520,519.7496103879967,737280
114.82,2.96,100.74,0.81,1410,0.010910976,0.1385498,2.3451014,-0.016147058,0.081373364,0.8282773941755295,46,11776,531.3687018089986,753664
128.32,3.72,102.09,0.41,1407,0.010112631,0.12736003,2.3097186,-0.012217116,0.121717125,0.8048829287290573,47,12032,543.0066255649945,770048
109.3,3.21,103.55,0.59,1412,0.012497154,0.16442871,2.3207092,-0.0128675,0.08409554,0.84682697057724,48,12288,554.6096946530015,786432
113.75,3.17,124.71,0.64,1420,0.011527364,0.14642334,2.3195124,-0.009908127,0.09242704,0.8370110988616943,49,12544,566.1422779069981,802816
