eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
81.95,-2.72,79.42,-1.63,998,0.00027792482,0.0,2.707792,-0.0008126002,0.3108175,-0.017911791801452637,1,256,16.408373444999597,16384
79.95,-2.61,86.93,-2.67,1476,0.00020156446,0.0,2.7067835,-0.00065389025,0.14705949,0.03446662425994873,2,512,27.508268983998278,32768
82.47,-2.54,88.25,-2.54,1472,0.00028787542,0.0,2.7055998,-0.00050317176,0.1432466,0.09469383955001831,3,768,38.63528064300044,49152
86.28,-2.85,84.25,-2.96,1443,0.0009127241,0.0025838215,2.701311,-0.0013892232,0.12858696,0.1885770559310913,4,1024,49.98617594299867,65536
84.88,-1.72,91.43,-2.01,1403,0.002699983,0.012552897,2.6898615,-0.002682889,0.11473146,0.2391924262046814,5,1280,61.66099166999993,81920
90.03,-2.27,83.64,-1.63,1407,0.0027178635,0.014343262,2.6810246,-0.0031126775,0.1285397,0.31180399656295776,6,1536,73.3001740030013,98304
82.88,-1.74,80.38,-1.67,1393,0.0037414755,0.01936849,2.6714485,-0.004789507,0.107806034,0.3930552005767822,7,1792,85.0562939880001,114688
82.75,-2.61,83.02,-2.52,1399,0.0033760022,0.017374674,2.6590912,-0.004674236,0.11292117,0.45835500955581665,8,2048,96.7619531579985,131072
92.56,-2.56,81.26,-1.94,1402,0.0037564246,0.034749348,2.6614797,-0.0057863374,0.1157825,0.4761301875114441,9,2304,108.44661178000024,147456
87.56,-1.72,84.43,-1.92,1414,0.0038727429,0.03220622,2.659866,-0.0062881983,0.08547342,0.538782149553299,10,2560,120.02970604000075,163840
87.89,-1.79,86.53,-1.58,1417,0.005021562,0.048461914,2.6548855,-0.00803201,0.10473392,0.5646079778671265,11,2816,131.58859903800112,180224
85.22,-1.82,83.65,-1.96,1419,0.004996084,0.050231934,2.647609,-0.008973564,0.0859173,0.5408057570457458,12,3072,143.13110621300075,196608
91.21,-1.41,85.13,-1.7,1425,0.0059933923,0.06894938,2.632171,-0.011929258,0.08326801,0.6236881613731384,13,3328,154.62613244300155,212992
86.56,-0.99,79.85,-1.08,1416,0.0052582193,0.056233723,2.6339092,-0.011375713,0.069186516,0.5794492065906525,14,3584,166.19320225900083,229376
82.98,-0.55,79.23,-0.91,1425,0.005297065,0.062235516,2.6142225,-0.0123053035,0.06623707,0.5925287902355194,15,3840,177.69024944299963,245760
84.43,-0.58,78.88,-0.95,1420,0.0063141733,0.07710775,2.6087801,-0.013722055,0.06880314,0.5789774656295776,16,4096,189.22759745800067,262144
83.42,-0.04,76.67,-0.72,1420,0.005750181,0.066711426,2.5929134,-0.011997409,0.05990338,0.5225702524185181,17,4352,200.76371118500174,278528
84.91,-0.6,80.56,-0.61,1415,0.00770767,0.09617106,2.585221,-0.011686732,0.05648613,0.6463656425476074,18,4608,212.3426672280002,294912
82.38,-0.71,86.24,-1.31,1411,0.0075346422,0.094950356,2.5900724,-0.014681558,0.05927463,0.5910483002662659,19,4864,223.94920955699854,311296
87.42,0.23,84.8,-1.14,1408,0.0075750593,0.09391276,2.5678434,-0.015184034,0.047686968,0.6966936588287354,20,5120,235.5802582569995,327680
82.85,0.05,84.75,-0.38,1406,0.0077437055,0.099609375,2.5749586,-0.014545191,0.059380393,0.6375254690647125,21,5376,247.23323527799948,344064
85.53,-0.34,81.55,-0.71,1402,0.008130277,0.102274574,2.5673723,-0.014035489,0.06935207,0.6613854467868805,22,5632,258.91531771000155,360448
89.17,0.31,81.76,-0.03,1411,0.009449794,0.12483724,2.5320241,-0.01680625,0.047180828,0.7565735578536987,23,5888,270.5214076420016,376832
89.35,0.62,82.52,-0.17,1408,0.010742134,0.14385986,2.5189033,-0.015453438,0.04492485,0.7728384286165237,24,6144,282.1541060620002,393216
84.06,0.73,82.95,-0.31,1403,0.010620363,0.14447021,2.514626,-0.013836251,0.04803874,0.7316444218158722,25,6400,293.827957589001,409600
84.24,0.48,80.55,0.16,1442,0.010578178,0.14046223,2.5121822,-0.017685585,0.04403086,0.6728566586971283,26,6656,305.1871069170011,425984
85.3,0.79,83.39,-0.25,1424,0.010344598,0.13639323,2.5104523,-0.01752867,0.050949115,0.6905222535133362,27,6912,316.68911592600125,442368
85.18,0.94,85.97,0.32,1421,0.010961421,0.1511027,2.5084865,-0.01907257,0.040877346,0.6648066937923431,28,7168,328.21830054900056,458752
89.05,0.84,86.44,0.17,1424,0.011672691,0.14648438,2.510996,-0.01845562,0.05556034,0.6871317028999329,29,7424,339.7226765919986,475136
85.18,1.2,84.24,0.56,1432,0.013342516,0.17010498,2.476661,-0.01622499,0.04442023,0.71652552485466,30,7680,351.15986595900176,491520
93.93,1.11,87.86,0.72,1434,0.011609969,0.15563965,2.4720688,-0.020637535,0.036399998,0.7586782276630402,31,7936,362.58138944299935,507904
96.85,0.87,86.42,0.65,1402,0.011297229,0.14874268,2.4793768,-0.020722087,0.054779693,0.7310882806777954,32,8192,374.26754109399917,524288
91.73,1.24,89.75,0.24,1425,0.010480631,0.13834636,2.4772,-0.018298874,0.05674738,0.716917097568512,33,8448,385.76516568399893,540672
88.15,1.4,84.15,0.65,1427,0.01043696,0.1387736,2.4501545,-0.017244808,0.07250255,0.6642956137657166,34,8704,397.2411455859983,557056
92.03,1.71,83.16,0.91,1434,0.011556919,0.15075684,2.4411373,-0.018930327,0.03801396,0.8097993582487106,35,8960,408.6656182199986,573440
91.88,1.75,83.76,0.81,1425,0.013085543,0.16249593,2.423052,-0.020041728,0.034721836,0.8165135383605957,36,9216,420.16084945400144,589824
88.28,1.87,92.14,1.02,1434,0.011062264,0.14453125,2.4248102,-0.018399354,0.04310791,0.7723289579153061,37,9472,431.5815091080003,606208
102.02,1.46,86.9,1.13,1429,0.012128315,0.1595459,2.4269717,-0.020262202,0.058438674,0.7760298401117325,38,9728,443.04401268700167,622592
98.52,2.1,89.25,1.18,1415,0.010959712,0.14550781,2.4173687,-0.017652815,0.04833299,0.7749270051717758,39,9984,454.6178149929983,638976
102.46,1.86,90.76,1.1,1434,0.012938894,0.17246501,2.3818352,-0.020158993,0.047919538,0.8096299767494202,40,10240,466.03802381399873,655360
100.13,1.82,97.61,1.53,1432,0.013515229,0.17633057,2.3838434,-0.021118885,0.05387166,0.7946863621473312,41,10496,477.47723139699883,671744
95.17,2.06,95.89,1.19,1424,0.0134393005,0.17067464,2.3584025,-0.020900076,0.041135896,0.8148785829544067,42,10752,488.97594710400153,688128
96.72,1.66,99.4,1.36,1423,0.01372501,0.17488606,2.3608289,-0.021263493,0.060923178,0.8048372864723206,43,11008,500.4900806379992,704512
106.74,2.6,93.42,0.86,1428,0.013178312,0.17867024,2.341383,-0.023664549,0.04622284,0.8273255825042725,44,11264,511.9605862259996,720896
110.99,2.22,101.36,0.81,1465,0.015210565,0.19728597,2.3262775,-0.02471456,0.051354945,0.8177741318941116,45,11520,523.1439953260015,737280
